customer_id,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,default_next_month,sex_label,education_label,marriage_label,age_band,limit_band,avg_bill_amt,max_bill_amt,min_bill_amt,total_bill_amt,total_payment_amt,avg_payment_amt,avg_utilization,max_utilization,recent_utilization,payment_to_bill_ratio,payment_to_limit_ratio,months_delinquent,max_delinquency,avg_delinquency,recent_delinquency,severe_delinquency_flag,bill_amount_trend,payment_momentum,revolving_balance_flag,low_payment_high_util_flag,young_high_util_flag,avg_bill_amt_winsor,log_avg_bill_amt_abs,max_bill_amt_winsor,log_max_bill_amt_abs,total_bill_amt_winsor,log_total_bill_amt_abs,total_payment_amt_winsor,log_total_payment_amt_abs,avg_payment_amt_winsor,log_avg_payment_amt_abs,predicted_pd,decision,risk_band,ead,expected_loss
25032,90000.0,1,2,1,58,0,0,0,0,0,0,93737.0,85818.0,88988.0,50780.0,50929.0,48735.0,3600.0,5100.0,2200.0,2200.0,1944.0,2200.0,0,male,university,married,56_plus,limit_q2,69831.16666666667,93737.0,48735.0,418987.0,17244.0,2874.0,0.7759018518518519,1.0415222222222222,1.0415222222222222,0.041156309965917875,0.1916,0,0,0.0,0,0,0.5000222222222223,0.05062222222222222,1,1,0,69831.16666666667,11.153850023092751,93737.0,11.448258935639958,418987.0,12.945597558876015,17244.0,9.755277525370941,2874.0,7.963807953231451,0.18069779835105404,decline_or_review,C_medium,90000.0,7318.260833217689
20340,100000.0,2,3,1,55,-2,-2,-2,-2,-2,-2,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,1,female,high_school,married,46_55,limit_q3,390.0,390.0,390.0,2340.0,2340.0,390.0,0.0039,0.0039,0.0039,0.9995728321230244,0.0234,0,0,0.0,0,0,0.0,0.0,0,0,0,390.0,5.968707559985366,390.0,5.968707559985366,2340.0,7.75833346749091,2340.0,7.75833346749091,390.0,5.968707559985366,0.24906266853099815,decline_or_review,D_high,100000.0,11207.820083894918
10309,70000.0,1,2,1,34,0,0,0,0,0,-1,59841.0,60021.0,58476.0,20717.0,11473.0,22021.0,2610.0,1366.0,414.0,229.0,22021.0,668.0,0,male,university,married,26_35,limit_q2,38758.166666666664,60021.0,11473.0,232549.0,27308.0,4551.333333333333,0.5536880952380953,0.8574428571428572,0.8548714285714286,0.11742850999784993,0.3901142857142857,0,0,0.0,0,0,0.5402857142857143,-0.2673285714285714,1,0,0,38758.166666666664,10.565122565945577,60021.0,11.00246644066511,232549.0,12.356860534652244,27308.0,10.214971597173399,4551.333333333333,8.423395201010315,0.17227654155501768,decline_or_review,C_medium,70000.0,5426.711058983057
14602,30000.0,2,3,1,29,-1,-1,-1,0,0,0,3489.0,14926.0,9937.0,8027.0,14709.0,7483.0,14969.0,9942.0,10.0,10022.0,384.0,0.0,0,female,high_school,married,26_35,limit_q1_low,9761.833333333334,14926.0,3489.0,58571.0,35327.0,5887.833333333333,0.3253944444444445,0.4975333333333333,0.1163,0.6031380181656765,1.1775666666666667,0,0,0.0,0,0,-0.13313333333333333,0.8175666666666667,0,0,0,9761.833333333334,9.186337937824536,14926.0,9.61092693263324,58571.0,10.978012045675149,35327.0,10.472431129636767,5887.833333333333,8.680813181191276,0.18510202692735103,decline_or_review,C_medium,30000.0,2498.877363519239
3592,220000.0,1,1,2,31,-2,-2,-2,-2,-2,-2,4935.0,3796.0,5227.0,2291.0,4739.0,1640.0,3796.0,5227.0,2293.0,4739.0,1640.0,3012.0,0,male,graduate_school,single,26_35,limit_q4,3771.3333333333335,5227.0,1640.0,22628.0,20707.0,3451.1666666666665,0.017142424242424244,0.02375909090909091,0.02243181818181818,0.915064739935481,0.09412272727272727,0,0,0.0,0,0,0.014977272727272728,0.01986818181818182,0,0,0,3771.3333333333335,8.235449010297831,5227.0,8.561784074744113,22628.0,10.02698754852174,20707.0,9.938275378021793,3451.1666666666665,8.146757332227468,0.08781999360673487,approve,B_watch,220000.0,8694.179367066752
3561,80000.0,1,3,1,57,2,2,2,2,2,2,7431.0,9895.0,9937.0,9629.0,10571.0,10749.0,2600.0,350.0,0.0,1100.0,500.0,1300.0,1,male,high_school,married,56_plus,limit_q2,9702.0,10749.0,7431.0,58212.0,5850.0,975.0,0.121275,0.1343625,0.0928875,0.10049301702368886,0.073125,6,2,2.0,2,0,-0.041475,0.014375,0,0,0,9702.0,9.1801903950253,10749.0,9.28266103355581,58212.0,10.971863976474273,5850.0,8.674367865788236,975.0,6.883462586413092,0.8100644363733863,decline_or_review,E_very_high,80000.0,29162.31970944191
24891,80000.0,1,1,2,30,0,0,2,2,2,2,76539.0,21644.0,17427.0,67659.0,63815.0,48670.0,3510.0,41.0,65007.0,53.0,3228.0,0.0,0,male,graduate_school,single,26_35,limit_q2,49292.333333333336,76539.0,17427.0,295754.0,71839.0,11973.166666666666,0.6161541666666667,0.9567375,0.9567375,0.24290037362005715,0.8979875,4,2,1.3333333333333333,0,0,0.3483625,0.0040375,1,0,1,49292.333333333336,10.80554412438246,76539.0,11.245568758979694,295754.0,12.597286687868477,71839.0,11.182196702976082,11973.166666666666,9.390506830435251,0.3847266661250787,decline_or_review,E_very_high,80000.0,13850.159980502835
27482,160000.0,1,2,2,57,-2,-2,-2,-2,-2,-1,-1.0,-1.0,-1.0,-1.0,-1.0,600.0,0.0,0.0,0.0,0.0,601.0,0.0,1,male,university,single,56_plus,limit_q3,99.16666666666667,600.0,-1.0,595.0,601.0,100.16666666666667,0.0006197916666666667,0.00375,-6.25e-06,1.0083892617449663,0.00375625,0,0,0.0,0,0,-0.00375625,-0.00375625,0,0,0,99.16666666666667,4.606835465307153,600.0,6.398594934535208,595.0,6.39024066706535,601.0,6.400257445308821,100.16666666666667,4.616769321831443,0.1842667136669209,decline_or_review,C_medium,160000.0,13267.203384018305
10272,60000.0,2,3,1,29,0,0,0,0,0,0,59190.0,56704.0,48980.0,34416.0,28818.0,28546.0,2200.0,2300.0,3000.0,1100.0,1000.0,1000.0,0,female,high_school,married,26_35,limit_q2,42775.666666666664,59190.0,28546.0,256654.0,10600.0,1766.6666666666667,0.7129277777777777,0.9865,0.9865,0.04130057859772847,0.17666666666666667,0,0,0.0,0,0,0.5107333333333334,0.041666666666666664,1,1,1,42775.666666666664,10.663748061570397,59190.0,10.98852478228779,256654.0,12.455488049583213,10600.0,9.268703615273097,1766.6666666666667,7.47741568846902,0.14484695383358773,decline_or_review,C_medium,60000.0,3910.8677535068687
16626,50000.0,1,1,2,32,2,2,2,2,2,2,30559.0,31753.0,32847.0,33308.0,33755.0,34565.0,2000.0,1900.0,1300.0,1300.0,1500.0,1500.0,1,male,graduate_school,single,26_35,limit_q2,32797.833333333336,34565.0,30559.0,196787.0,9500.0,1583.3333333333333,0.6559566666666667,0.6913,0.61118,0.04827530133951257,0.19,6,2,2.0,2,0,-0.08012,0.018,0,0,0,32797.833333333336,10.398148224633948,34565.0,10.450625818960438,196787.0,12.189882286131446,9500.0,9.15915233520675,1583.3333333333333,7.3679189879459,0.801952928721509,decline_or_review,E_very_high,50000.0,18043.940896233955
26721,50000.0,1,2,2,26,0,0,0,0,0,0,47052.0,47874.0,40933.0,16603.0,16932.0,17287.0,1728.0,2856.0,1276.0,605.0,627.0,633.0,0,male,university,single,26_35,limit_q2,31113.5,47874.0,16603.0,186681.0,7725.0,1287.5,0.62227,0.95748,0.94104,0.04138052945650893,0.1545,0,0,0.0,0,0,0.5953,0.06648,1,1,1,31113.5,10.345429227454309,47874.0,10.776348726482947,186681.0,12.137161913526825,7725.0,8.952346543226227,1287.5,7.1612340300924195,0.15910079196655466,decline_or_review,C_medium,50000.0,3579.76781924748
25616,120000.0,2,2,1,28,0,0,0,0,0,0,103676.0,96833.0,78920.0,74310.0,75710.0,77503.0,3283.0,3000.0,5000.0,3000.0,3000.0,4000.0,0,female,university,married,26_35,limit_q3,84492.0,103676.0,74310.0,506952.0,21283.0,3547.1666666666665,0.7041,0.8639666666666667,0.8639666666666667,0.04198219558815117,0.17735833333333334,0,0,0.0,0,0,0.21810833333333332,-0.005975,1,1,1,84492.0,11.344423969677138,103676.0,11.549035575982286,506952.0,13.136173576106584,21283.0,9.96571089571626,3547.1666666666665,8.174186317147683,0.09511421886755385,decline_or_review,B_watch,120000.0,5136.167818847908
8313,240000.0,1,2,1,30,0,0,0,0,0,0,227675.0,181461.0,186160.0,191355.0,192406.0,190086.0,10003.0,10009.0,10014.0,8500.0,10000.0,8000.0,0,male,university,married,26_35,limit_q4,194857.16666666666,227675.0,181461.0,1169143.0,56526.0,9421.0,0.811904861111111,0.9486458333333333,0.9486458333333333,0.04834819320802228,0.235525,0,0,0.0,0,0,0.15662083333333332,0.008383333333333333,1,1,1,194857.16666666666,12.180027222470876,227675.0,12.335678844652135,1169143.0,13.971782415074914,56526.0,10.942473679094304,9421.0,9.150802659259986,0.10493602186535782,decline_or_review,C_medium,240000.0,11333.090361458644
12180,320000.0,1,1,2,32,-1,-1,-1,0,0,-1,488.0,2290.0,14080.0,9931.0,7590.0,9685.0,2301.0,14109.0,11.0,38.0,9733.0,20444.0,0,male,graduate_school,single,26_35,limit_q5_high,7344.0,14080.0,488.0,44064.0,46636.0,7772.666666666667,0.02295,0.044,0.001525,1.0583456257800976,0.1457375,0,0,0.0,0,0,-0.028740625,-0.043021875,0,0,0,7344.0,8.901775088607979,14080.0,9.552581649917311,44064.0,10.693421095533761,46636.0,10.750149496485612,7772.666666666667,8.958497232523582,0.13636893548969353,decline_or_review,C_medium,320000.0,19637.12671051587
1560,240000.0,2,3,1,38,0,0,2,0,0,0,107148.0,113396.0,110084.0,112272.0,114779.0,116920.0,9500.0,0.0,4019.0,4317.0,4204.0,4314.0,1,female,high_school,married,36_45,limit_q4,112433.16666666667,116920.0,107148.0,674599.0,26354.0,4392.333333333333,0.4684715277777778,0.4871666666666667,0.44645,0.039066113252297655,0.10980833333333333,1,2,0.3333333333333333,0,0,-0.040716666666666665,0.004091666666666667,0,0,0,112433.16666666667,11.63012314415375,116920.0,11.669253772045261,674599.0,13.421875201609687,26354.0,10.179413289289307,4392.333333333333,8.387843519388388,0.1600481760304356,decline_or_review,C_medium,240000.0,17285.203011287045
6134,240000.0,2,1,2,27,-2,-2,-2,-2,-2,-2,3293.0,9051.0,2804.0,3958.0,12157.0,3874.0,9079.0,2804.0,3958.0,12157.0,3874.0,937.0,0,female,graduate_school,single,26_35,limit_q4,5856.166666666667,12157.0,2804.0,35137.0,32809.0,5468.166666666667,0.024400694444444447,0.05065416666666667,0.013720833333333333,0.9337184814161307,0.13670416666666665,0,0,0.0,0,0,-0.0024208333333333334,0.029466666666666665,0,0,0,5856.166666666667,8.67542126166352,12157.0,9.405742668308667,35137.0,10.467038444924999,32809.0,10.398488625955148,5468.166666666667,8.606881537679769,0.06638854735389327,approve,B_watch,240000.0,7169.963114220473
24413,30000.0,1,2,1,38,1,2,0,0,0,2,24305.0,23621.0,24346.0,25359.0,26987.0,26416.0,0.0,1410.0,1423.0,2051.0,0.0,2000.0,1,male,university,married,36_45,limit_q1_low,25172.333333333332,26987.0,23621.0,151034.0,6884.0,1147.3333333333333,0.8390777777777777,0.8995666666666666,0.8101666666666667,0.0455788393418744,0.22946666666666668,3,2,0.8333333333333334,1,0,-0.07036666666666666,-0.019666666666666666,1,1,0,25172.333333333332,10.133540512151272,26987.0,10.203147601747316,151034.0,11.925266877017824,6884.0,8.837100411162755,1147.3333333333333,7.046066894779649,0.4825108654311976,decline_or_review,E_very_high,30000.0,6513.896683321167
24096,260000.0,1,2,2,28,0,0,0,0,0,0,251829.0,234867.0,237497.0,215343.0,205576.0,207688.0,10000.0,10500.0,9150.0,7500.0,8000.0,7500.0,0,male,university,single,26_35,limit_q4,225466.66666666666,251829.0,205576.0,1352800.0,52650.0,8775.0,0.8671794871794871,0.9685730769230769,0.9685730769230769,0.03891924976400816,0.2025,0,0,0.0,0,0,0.16977307692307692,0.019230769230769232,1,1,1,225466.66666666666,12.325932042574033,251829.0,12.43650953567185,1352800.0,14.117687815773804,52650.0,10.871440510734077,8775.0,9.079776001955066,0.13466686258133637,decline_or_review,C_medium,260000.0,15756.022922016356
