customer_id,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,default_next_month,sex_label,education_label,marriage_label,age_band,limit_band,avg_bill_amt,max_bill_amt,min_bill_amt,total_bill_amt,total_payment_amt,avg_payment_amt,avg_utilization,max_utilization,recent_utilization,payment_to_bill_ratio,payment_to_limit_ratio,months_delinquent,max_delinquency,avg_delinquency,recent_delinquency,severe_delinquency_flag,bill_amount_trend,payment_momentum,revolving_balance_flag,low_payment_high_util_flag,young_high_util_flag,avg_bill_amt_winsor,log_avg_bill_amt_abs,max_bill_amt_winsor,log_max_bill_amt_abs,total_bill_amt_winsor,log_total_bill_amt_abs,total_payment_amt_winsor,log_total_payment_amt_abs,avg_payment_amt_winsor,log_avg_payment_amt_abs
11,200000.0,2,3,2,34,0,0,2,0,0,-1,11073.0,9787.0,5535.0,2513.0,1828.0,3731.0,2306.0,12.0,50.0,300.0,3738.0,66.0,0,female,high_school,single,26_35,limit_q4,5744.5,11073.0,1828.0,34467.0,6472.0,1078.6666666666667,0.0287225,0.055365,0.055365,0.18776836486016016,0.03236,1,2,0.3333333333333333,0,0,0.03671,-0.00743,0,0,0,5744.5,8.656172218697689,11073.0,9.312355297382913,34467.0,10.447786636359657,6472.0,8.77539495854551,1078.6666666666667,6.984407630503219
12,260000.0,2,1,2,51,-1,-1,-1,-1,-1,2,12261.0,21670.0,9966.0,8517.0,22287.0,13668.0,21818.0,9966.0,8583.0,22301.0,0.0,3640.0,0,female,graduate_school,single,46_55,limit_q4,14728.166666666666,22287.0,8517.0,88369.0,66308.0,11051.333333333334,0.05664679487179487,0.08571923076923077,0.04715769230769231,0.75034513975331,0.2550307692307692,1,2,0.3333333333333333,0,0,-0.0054115384615384616,0.10824615384615385,0,0,0,14728.166666666666,9.597584933970818,22287.0,10.011803696019587,88369.0,11.38928782451205,66308.0,11.102080913567551,11051.333333333334,9.310396846042103
13,630000.0,2,2,2,41,-1,0,-1,-1,-1,-1,12137.0,6500.0,6500.0,6500.0,6500.0,2870.0,1000.0,6500.0,6500.0,6500.0,2870.0,0.0,0,female,university,single,36_45,limit_q5_high,6834.5,12137.0,2870.0,41007.0,23370.0,3895.0,0.0108484126984127,0.019265079365079363,0.019265079365079363,0.5698888021849395,0.0370952380952381,0,0,0.0,0,0,0.01470952380952381,0.007349206349206349,0,0,0,6834.5,8.829884899372047,12137.0,9.4040963063958,41007.0,10.621522448603852,23370.0,10.059251216519025,3895.0,8.267705664762426
14,70000.0,1,2,2,30,1,2,2,0,0,2,65802.0,67369.0,65701.0,66782.0,36137.0,36894.0,3200.0,0.0,3000.0,3000.0,1500.0,0.0,1,male,university,single,26_35,limit_q2,56447.5,67369.0,36137.0,338685.0,10700.0,1783.3333333333333,0.8063928571428571,0.9624142857142857,0.9400285714285714,0.031592684669575946,0.15285714285714286,4,2,1.1666666666666667,1,0,0.41297142857142854,0.024285714285714285,1,1,1,56447.5,10.941083997036985,67369.0,11.117955093954706,338685.0,12.73282870343725,10700.0,9.278092474027002,1783.3333333333333,7.486800141725271
15,250000.0,1,1,2,29,0,0,0,0,0,0,70887.0,67060.0,63561.0,59696.0,56875.0,55512.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0,male,graduate_school,single,26_35,limit_q4,62265.166666666664,70887.0,55512.0,373591.0,18000.0,3000.0,0.24906066666666665,0.283548,0.283548,0.048180903231332575,0.072,0,0,0.0,0,0,0.0615,0.0,0,0,0,62265.166666666664,11.039173486097942,70887.0,11.168856445727139,373591.0,12.830919571831325,18000.0,9.798182590890704,3000.0,8.006700845440367
16,50000.0,2,3,3,23,1,2,0,0,0,0,50614.0,29173.0,28116.0,28771.0,29531.0,30211.0,0.0,1500.0,1100.0,1200.0,1300.0,1100.0,0,female,high_school,other,18_25,limit_q1_low,32736.0,50614.0,28116.0,196416.0,6200.0,1033.3333333333333,0.65472,1.01228,1.01228,0.03156549585830147,0.124,2,2,0.5,1,0,0.40806,-0.018,1,1,1,32736.0,10.39626121569437,50614.0,10.832003254032852,196416.0,12.187995229201377,6200.0,8.732465848349879,1033.3333333333333,6.94151237578027
17,20000.0,1,1,2,24,0,0,2,2,2,2,15376.0,18010.0,17428.0,18338.0,17905.0,19104.0,3200.0,0.0,1500.0,0.0,1650.0,0.0,1,male,graduate_school,single,18_25,limit_q1_low,17693.5,19104.0,15376.0,106161.0,6350.0,1058.3333333333333,0.884675,0.9552,0.7688,0.059814246152107155,0.3175,4,2,1.3333333333333333,0,0,-0.1864,0.0775,0,1,1,17693.5,9.781009135810686,19104.0,9.857705359881,106161.0,11.572721508316194,6350.0,8.756367559802975,1058.3333333333333,6.965395058428552
18,320000.0,1,1,1,49,0,0,0,-1,-1,-1,253286.0,246536.0,194663.0,70074.0,5856.0,195599.0,10358.0,10000.0,75940.0,20000.0,195599.0,50000.0,0,male,graduate_school,married,46_55,limit_q5_high,161002.33333333334,253286.0,5856.0,966014.0,361897.0,60316.166666666664,0.5031322916666667,0.79151875,0.79151875,0.37462875835261356,1.130928125,0,0,0.0,0,0,0.180271875,-0.703878125,0,0,0,161002.33333333334,11.989180347686023,253286.0,12.44227851213028,966014.0,13.780934641024409,270603.9399999998,12.799117683148058,45100.65666666664,11.007372029872178
19,360000.0,2,1,1,49,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,female,graduate_school,married,46_55,limit_q5_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.16666666666666666,1,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,180000.0,2,1,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,female,graduate_school,single,26_35,limit_q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.16666666666666666,1,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,130000.0,2,3,2,39,0,0,0,0,0,-1,38358.0,27688.0,24489.0,20616.0,11802.0,930.0,3000.0,1537.0,1000.0,2000.0,930.0,33764.0,0,female,high_school,single,36_45,limit_q3,20647.166666666668,38358.0,930.0,123883.0,42231.0,7038.5,0.15882435897435898,0.2950615384615385,0.2950615384615385,0.34089147912563367,0.32485384615384616,0,0,0.0,0,0,0.2879076923076923,-0.23197692307692308,0,0,0,20647.166666666668,9.935381813172667,38358.0,10.554744459835888,123883.0,11.727100922878089,42231.0,10.650933506503453,7038.5,8.859292423902582
22,120000.0,2,2,1,39,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,0.0,632.0,316.0,316.0,316.0,0.0,632.0,316.0,0.0,1,female,university,married,36_45,limit_q3,316.0,632.0,0.0,1896.0,1580.0,263.3333333333333,0.0026333333333333334,0.005266666666666667,0.0026333333333333334,0.8328940432261466,0.013166666666666667,0,0,0.0,0,0,0.0,0.0026333333333333334,0,0,0,316.0,5.75890177387728,632.0,6.450470422144176,1896.0,7.5480289699350145,1580.0,7.365812837209472,263.3333333333333,5.5772109329667385
23,70000.0,2,2,2,26,2,0,0,2,2,2,41087.0,42445.0,45020.0,44006.0,46905.0,46012.0,2007.0,3582.0,0.0,3601.0,0.0,1820.0,1,female,university,single,26_35,limit_q2,44245.833333333336,46905.0,41087.0,265475.0,11010.0,1835.0,0.6320833333333333,0.6700714285714285,0.5869571428571428,0.041472675496090045,0.15728571428571428,4,2,1.3333333333333333,2,0,-0.07035714285714285,0.053842857142857144,0,0,0,44245.833333333336,10.697539084786804,46905.0,10.755900878021523,265475.0,12.489279720097986,11010.0,9.306650052113591,1835.0,7.515344571180436
24,450000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,5512.0,19420.0,1473.0,560.0,0.0,0.0,19428.0,1473.0,560.0,0.0,0.0,1128.0,1,female,graduate_school,married,36_45,limit_q5_high,4494.166666666667,19420.0,0.0,26965.0,22589.0,3764.8333333333335,0.009987037037037037,0.04315555555555556,0.012248888888888889,0.8376844915819921,0.05019777777777778,0,0,0.0,0,0,0.012248888888888889,0.04394,0,0,0,4494.166666666667,8.410758024453417,19420.0,9.874110233825451,26965.0,10.20233209219402,22589.0,10.025262609462049,3764.8333333333335,8.233724452617325
25,90000.0,1,1,2,23,0,0,0,-1,0,0,4744.0,7070.0,0.0,5398.0,6360.0,8292.0,5757.0,0.0,5398.0,1200.0,2045.0,2000.0,0,male,graduate_school,single,18_25,limit_q2,5310.666666666667,8292.0,0.0,31864.0,16400.0,2733.3333333333335,0.05900740740740741,0.09213333333333333,0.05271111111111111,0.5146712694178566,0.18222222222222223,0,0,0.0,0,0,-0.03942222222222222,0.01902222222222222,0,0,0,5310.666666666667,8.577660938183326,8292.0,9.023167064451204,31864.0,10.369263507748395,16400.0,9.70509758756311,2733.3333333333335,7.91364293133464
26,50000.0,1,3,2,23,0,0,0,0,0,0,47620.0,41810.0,36023.0,28967.0,29829.0,30046.0,1973.0,1426.0,1001.0,1432.0,1062.0,997.0,0,male,high_school,single,18_25,limit_q1_low,35715.833333333336,47620.0,28967.0,214295.0,7891.0,1315.1666666666667,0.7143166666666667,0.9524,0.9524,0.036822899167506626,0.15782,0,0,0.0,0,0,0.35148,0.0268,1,1,1,35715.833333333336,10.483377378578302,47620.0,10.771029119400374,214295.0,12.275113515865161,7891.0,8.973604867142505,1315.1666666666667,7.182478750269526
27,60000.0,1,1,2,27,1,-2,-1,-1,-1,-1,-109.0,-425.0,259.0,-57.0,127.0,-189.0,0.0,1000.0,0.0,500.0,0.0,1000.0,1,male,graduate_school,single,26_35,limit_q2,-65.66666666666667,259.0,-425.0,-394.0,2500.0,416.6666666666667,-0.0010944444444444445,0.004316666666666667,-0.0018166666666666667,6.329113924050633,0.041666666666666664,1,1,0.16666666666666666,1,0,0.0013333333333333333,0.0,0,0,0,0.0,4.199705077879927,259.0,5.560681631015528,0.0,5.978885764901122,2500.0,7.824445930877619,416.6666666666667,6.034683666227958
28,50000.0,2,3,2,30,0,0,0,0,0,0,22541.0,16138.0,17163.0,17878.0,18931.0,19617.0,1300.0,1300.0,1000.0,1500.0,1000.0,1012.0,0,female,high_school,single,26_35,limit_q1_low,18711.333333333332,22541.0,16138.0,112268.0,7112.0,1185.3333333333333,0.37422666666666665,0.45082,0.45082,0.06334785203395417,0.14224,0,0,0.0,0,0,0.05848,0.01176,0,0,0,18711.333333333332,9.836938121985925,22541.0,10.023135514802023,112268.0,11.6286530563142,7112.0,8.869679374733515,1185.3333333333333,7.078622596842083
29,50000.0,2,3,1,47,-1,-1,-1,-1,-1,-1,650.0,3415.0,3416.0,2040.0,30430.0,257.0,3415.0,3421.0,2044.0,30430.0,257.0,0.0,0,female,high_school,married,46_55,limit_q1_low,6701.333333333333,30430.0,257.0,40208.0,39567.0,6594.5,0.13402666666666666,0.6086,0.013,0.984033425352533,0.79134,0,0,0.0,0,0,0.00786,0.13158,0,0,0,6701.333333333333,8.810211003457537,30430.0,10.323217104657997,40208.0,10.601846130146606,39567.0,10.585775989761197,6594.5,8.794142877288975
30,50000.0,1,1,2,26,0,0,0,0,0,0,15329.0,16575.0,17496.0,17907.0,18375.0,11400.0,1500.0,1500.0,1000.0,1000.0,1600.0,0.0,0,male,graduate_school,single,26_35,limit_q1_low,16180.333333333334,18375.0,11400.0,97082.0,6600.0,1100.0,0.32360666666666665,0.3675,0.30658,0.06798306603627824,0.132,0,0,0.0,0,0,0.07858,0.028,0,0,0,16180.333333333334,9.691613593480149,18375.0,9.818800744368934,97082.0,11.483321561711648,6600.0,8.79497643168877,1100.0,7.00397413672268
31,230000.0,2,1,2,27,-1,-1,-1,-1,-1,-1,16646.0,17265.0,13266.0,15339.0,14307.0,36923.0,17270.0,13281.0,15339.0,14307.0,37292.0,0.0,0,female,graduate_school,single,26_35,limit_q4,18957.666666666668,36923.0,13266.0,113746.0,97489.0,16248.166666666666,0.08242463768115943,0.16053478260869566,0.07237391304347826,0.85706875785735,0.42386521739130434,0,0,0.0,0,0,-0.08816086956521739,-0.029308695652173915,0,0,0,18957.666666666668,9.850016449848155,36923.0,10.516617025110042,113746.0,11.641731962839033,97489.0,11.487505087623317,16248.166666666666,9.695796904391631
32,50000.0,1,2,2,33,2,0,0,0,0,0,30518.0,29618.0,22102.0,22734.0,23217.0,23680.0,1718.0,1500.0,1000.0,1000.0,1000.0,716.0,1,male,university,single,26_35,limit_q1_low,25311.5,30518.0,22102.0,151869.0,6934.0,1155.6666666666667,0.50623,0.61036,0.61036,0.045657470204780407,0.13868,1,2,0.3333333333333333,2,0,0.13676,0.03004,0,0,0,25311.5,10.139053623848895,30518.0,10.326104719461858,151869.0,11.930780170724315,6934.0,8.844336332748933,1155.6666666666667,7.053297584272795
33,100000.0,1,1,2,32,0,0,0,0,0,0,93036.0,84071.0,82880.0,80958.0,78703.0,75589.0,3023.0,3511.0,3302.0,3204.0,3200.0,2504.0,0,male,graduate_school,single,26_35,limit_q2,82539.5,93036.0,75589.0,495237.0,18744.0,3124.0,0.825395,0.93036,0.93036,0.03784846881701323,0.18744,0,0,0.0,0,0,0.17447,0.0083,1,1,0,82539.5,11.321044360957234,93036.0,11.440752542476647,495237.0,13.112793734080467,18744.0,9.838682329170013,3124.0,8.047189562170502
34,500000.0,2,2,1,54,-2,-2,-2,-2,-2,-2,10929.0,4152.0,22722.0,7521.0,71439.0,8981.0,4152.0,22827.0,7521.0,71439.0,981.0,51582.0,0,female,university,married,46_55,limit_q5_high,20957.333333333332,71439.0,4152.0,125744.0,158502.0,26417.0,0.04191466666666666,0.142878,0.021858,1.260503399737564,0.317004,0,0,0.0,0,0,0.003896,-0.051168,0,0,0,20957.333333333332,9.95029161873393,71439.0,11.17661321555038,125744.0,11.742011325740068,158502.0,11.973528799565145,26417.0,10.181800874983809
35,500000.0,1,1,1,58,-2,-2,-2,-2,-2,-2,13709.0,5006.0,31130.0,3180.0,0.0,5293.0,5006.0,31178.0,3180.0,0.0,5293.0,768.0,0,male,graduate_school,married,56_plus,limit_q5_high,9719.666666666666,31130.0,0.0,58318.0,45425.0,7570.833333333333,0.019439333333333333,0.06226,0.027418,0.778905673965603,0.09085,0,0,0.0,0,0,0.016832,0.060246,0,0,0,9719.666666666666,9.182009482208121,31130.0,10.345959386273389,58318.0,10.973683219759126,45425.0,10.723839907331362,7570.833333333333,8.932190501169554
36,160000.0,1,1,2,30,-1,-1,-2,-2,-2,-1,30265.0,-131.0,-527.0,-923.0,-1488.0,-1884.0,131.0,396.0,396.0,565.0,792.0,0.0,0,male,graduate_school,single,26_35,limit_q3,4218.666666666667,30265.0,-1884.0,25312.0,2280.0,380.0,0.02636666666666667,0.18915625,0.18915625,0.09007229486824951,0.01425,0,0,0.0,0,0,0.20093125,-0.00165625,0,0,0,4218.666666666667,8.347511414968718,30265.0,10.317780249246972,25312.0,10.139073376740225,2280.0,7.732369222284388,380.0,5.942799375126701
37,280000.0,1,2,1,40,0,0,0,0,0,0,186503.0,181328.0,180422.0,170410.0,173901.0,177413.0,8026.0,8060.0,6300.0,6400.0,6400.0,6737.0,0,male,university,married,36_45,limit_q5_high,178329.5,186503.0,170410.0,1069977.0,41923.0,6987.166666666667,0.6368910714285714,0.6660821428571428,0.6660821428571428,0.03918117942611904,0.149725,0,0,0.0,0,0,0.032464285714285716,0.010532142857142858,0,0,0,178329.5,12.091393849233354,186503.0,12.136207965557189,1069977.0,13.88314864547905,41923.0,10.643613734290067,6987.166666666667,8.851973521379758
38,60000.0,2,2,2,22,0,0,0,0,0,-1,15054.0,9806.0,11068.0,6026.0,-28335.0,18660.0,1500.0,1518.0,2043.0,0.0,47671.0,617.0,0,female,university,single,18_25,limit_q2,5379.833333333333,18660.0,-28335.0,32279.0,53349.0,8891.5,0.08966388888888889,0.311,0.2509,1.6526951672862453,0.88915,0,0,0.0,0,0,-0.0601,-0.7545,0,0,0,5379.833333333333,8.590598535832513,18660.0,9.834191063533472,32279.0,10.382203122383885,53349.0,10.8846292567299,8891.5,9.09296350382261
39,50000.0,1,1,2,25,1,-1,-1,-2,-2,-2,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,1,male,graduate_school,single,18_25,limit_q1_low,130.0,780.0,0.0,780.0,780.0,130.0,0.0026,0.0156,0.0,0.998719590268886,0.0156,1,1,0.16666666666666666,1,0,0.0,0.0156,0,0,0,130.0,4.875197323201151,780.0,6.660575149839686,780.0,6.660575149839686,780.0,6.660575149839686,130.0,4.875197323201151
40,280000.0,1,1,2,31,-1,-1,2,-1,0,-1,498.0,9075.0,4641.0,9976.0,17976.0,9477.0,9075.0,0.0,9976.0,8000.0,9525.0,781.0,0,male,graduate_school,single,26_35,limit_q5_high,8607.166666666666,17976.0,498.0,51643.0,37357.0,6226.166666666667,0.03073988095238095,0.0642,0.0017785714285714286,0.7233560529780807,0.13341785714285714,1,2,0.3333333333333333,0,0,-0.03206785714285714,-0.004396428571428571,0,0,0,8607.166666666666,9.06046664404808,17976.0,9.796848442046416,51643.0,10.852129301294609,37357.0,10.528302357719248,6226.166666666667,8.736676719676735
41,360000.0,1,1,2,33,0,0,0,0,0,0,218668.0,221296.0,206895.0,628699.0,195969.0,179224.0,10000.0,7000.0,6000.0,188840.0,28000.0,4000.0,0,male,graduate_school,single,26_35,limit_q5_high,275125.1666666667,628699.0,179224.0,1650751.0,243840.0,40640.0,0.7642365740740741,1.7463861111111112,0.6074111111111111,0.1477144961811344,0.6773333333333333,0,0,0.0,0,0,0.10956666666666667,-0.041666666666666664,0,0,0,275125.1666666667,12.524985059316515,370616.1899999982,13.351409474371152,1650751.0,14.316741499626582,243840.0,12.404271652521878,40640.0,10.612532688248846
42,70000.0,2,1,2,25,0,0,0,0,0,0,67521.0,66999.0,63949.0,63699.0,64718.0,65970.0,3000.0,4500.0,4042.0,2500.0,2800.0,2500.0,0,female,graduate_school,single,18_25,limit_q2,65476.0,67521.0,63699.0,392856.0,19342.0,3223.6666666666665,0.9353714285714285,0.9645857142857143,0.9645857142857143,0.04923419972152717,0.27631428571428573,0,0,0.0,0,0,0.022157142857142858,0.03142857142857143,1,1,1,65476.0,11.08945421491932,67521.0,11.120208749684231,392856.0,12.88120095695101,19342.0,9.870085875902097,3223.6666666666665,8.078584864714818
43,10000.0,1,2,2,22,0,0,0,0,0,0,1877.0,3184.0,6003.0,3576.0,3670.0,4451.0,1500.0,2927.0,1000.0,300.0,1000.0,500.0,0,male,university,single,18_25,limit_q1_low,3793.5,6003.0,1877.0,22761.0,7227.0,1204.5,0.37935,0.6003,0.1877,0.3175028556365873,0.7227,0,0,0.0,0,0,-0.2574,0.2927,0,0,0,3793.5,8.241307928843968,6003.0,8.700181192753353,22761.0,10.032847757841836,7227.0,8.885717651712119,1204.5,7.094649697621226
44,140000.0,2,2,1,37,0,0,0,0,0,0,59504.0,61544.0,62925.0,64280.0,67079.0,69802.0,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0,0,female,university,married,36_45,limit_q3,64189.0,69802.0,59504.0,385134.0,20000.0,3333.3333333333335,0.45849285714285715,0.4985857142857143,0.4250285714285714,0.051929842782400974,0.14285714285714285,0,0,0.0,0,0,-0.07355714285714286,-0.007142857142857143,0,0,0,64189.0,11.069602714305823,69802.0,11.153432267769546,385134.0,12.861349201157454,20000.0,9.90353755128617,3333.3333333333335,8.11202803831707
45,40000.0,2,1,2,30,0,0,0,2,0,0,18927.0,21295.0,25921.0,25209.0,26636.0,29197.0,3000.0,5000.0,0.0,2000.0,3000.0,0.0,0,female,graduate_school,single,26_35,limit_q1_low,24530.833333333332,29197.0,18927.0,147185.0,13000.0,2166.6666666666665,0.6132708333333333,0.729925,0.473175,0.08832361773538244,0.325,1,2,0.3333333333333333,0,0,-0.25675,0.125,0,0,0,24530.833333333332,10.107726872875304,29197.0,10.281855492759925,147185.0,11.899452372058143,13000.0,9.472781556562168,2166.6666666666665,7.681406599201042
46,210000.0,1,1,2,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,male,graduate_school,single,26_35,limit_q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,20000.0,2,1,2,22,0,0,2,-1,0,0,14028.0,16484.0,15800.0,16341.0,16675.0,0.0,3000.0,0.0,16741.0,334.0,0.0,0.0,1,female,graduate_school,single,18_25,limit_q1_low,13221.333333333334,16675.0,0.0,79328.0,20075.0,3345.8333333333335,0.6610666666666667,0.83375,0.7014,0.25306004109468166,1.00375,1,2,0.3333333333333333,0,0,0.7014,0.15,0,0,1,13221.333333333334,9.489662598083484,16675.0,9.721725839000687,79328.0,11.281359040644935,20075.0,9.907280350774824,3345.8333333333335,8.115769904134405
